Institute,Academic Program Name,Quota,Seat Type,Gender,Round 1 - Closing Rank,Round 2 - Closing Rank,Round 3 - Closing Rank,Round 4 - Closing Rank,Round 5 - Closing Rank
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,Gender-Neutral,42955,42955,53100,53100,53100
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,ST,Gender-Neutral,33652,33652,42750,42750,42750
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN,Gender-Neutral,48629,48629,57821,59562,61159
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN (PwD),Gender-Neutral,2792,2792,4378,4460,
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,EWS,Gender-Neutral,7947,7947,9526,9526,9526
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OBC-NCL,Gender-Neutral,18733,18733,21451,21470,22854
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,Gender-Neutral,8580,8580,9489,9489,9489
National Institute of Technology Agartala,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,ST,Gender-Neutral,2873,2873,3179,3179,3179
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,292555,292555,351690,355827,357078
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),290949,290949,343458,343458,410216
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,84556,84556,151562,126826,126826
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),83524,83524,97767,97767,97767
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,32389,32389,38312,38312,39449
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),45567,45567,49623,49623,49623
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,31129,31129,,,
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),27487,27487,,,
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,51425,51425,54936,54949,60058
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),59958,59958,64997,64997,69415
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2401,2401,4070,4194,4396
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7536,7536,8837,8837,9323
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),9858,9858,10832,10832,10906
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,17100,17100,20087,20313,21452
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),22545,22545,25477,25477,25740
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7845,7845,9267,9267,9306
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),10549,10549,10963,10963,10963
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3295,3295,3610,3610,3645
National Institute of Technology Agartala,"Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4360,4360,4744,4744,4744
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,136,136,137,137,137
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),19,19,19,19,19
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN (PwD),Female-only (including Supernumerary),91,91,91,91,91
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,226,226,1275,1275,1275
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,51,51,51,51,51
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),37,37,37,37,37
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL (PwD),Gender-Neutral,12,12,12,12,12
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,103,103,103,103,103
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),26,26,26,26,26
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,147,147,147,147,147
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Female-only (including Supernumerary),14,14,14,14,14
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,208,208,231,231,231
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),72,72,72,72,72
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),Gender-Neutral,1,1,1,1,1
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,56,56,56,56,56
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Female-only (including Supernumerary),95,95,95,95,95
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,150,150,272,272,272
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),231,231,231,231,231
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,72,72,72,72,72
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),28,28,28,28,28
National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,6,6,6,6,6
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OPEN,Gender-Neutral,13257,13257,13257,13257,13257
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OPEN,Female-only (including Supernumerary),18226,18226,18226,18226,18226
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,EWS,Gender-Neutral,7774,7774,16918,16918,16918
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OBC-NCL,Gender-Neutral,5132,5132,5132,5132,5218
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),6663,6663,6663,6663,6663
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OBC-NCL (PwD),Gender-Neutral,440,440,440,440,440
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,SC,Gender-Neutral,5491,5491,11192,11192,11192
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,ST,Gender-Neutral,1634,1634,1634,1634,1634
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,ST,Female-only (including Supernumerary),4806,4806,4806,4806,4806
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OPEN,Gender-Neutral,7031,7031,7182,7203,7870
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),12491,12491,12491,12491,12491
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OPEN (PwD),Gender-Neutral,538,538,538,538,538
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,EWS,Gender-Neutral,1324,1324,1413,1413,1472
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,EWS,Female-only (including Supernumerary),2078,2078,2655,2655,2655
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OBC-NCL,Gender-Neutral,3233,3233,3233,3233,3331
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OBC-NCL,Female-only (including Supernumerary),4639,4639,4639,4639,4707
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,SC,Gender-Neutral,1453,1453,1768,1768,1768
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,SC,Female-only (including Supernumerary),3403,3403,3403,3403,3403
National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,ST,Gender-Neutral,762,762,807,807,807
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,27942,27942,34340,34340,34340
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),23907,23907,30113,30113,30113
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1373,1373,1373,1373,1373
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,20091,20091,20091,20091,20091
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9992,9992,12502,12908,13234
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8680,8680,12032,12032,12032
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11482,11482,13368,13368,13368
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5791,5791,5791,5791,5791
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8872,8872,8872,8872,8872
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,28368,28368,32353,32353,33484
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),15854,15854,32180,32180,32353
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,913,913,1061,1061,1061
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5960,5960,6075,6075,6164
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4564,4564,5962,5962,5962
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9482,9482,12074,12074,13028
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7994,7994,13412,13412,15491
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2792,2792,5348,5348,5348
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2397,2397,2542,2542,2542
National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2995,2995,2995,2995,2995
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,25859,25859,27381,27381,27410
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),26282,26282,26979,26979,26979
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1324,1324,1324,1324,1324
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,17195,17195,22888,22888,22888
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),13909,13909,22186,22186,22186
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7833,7833,8507,8507,8748
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),7954,7954,8895,8895,9025
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,691,691,691,691,691
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11444,11444,12450,12450,12450
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11425,11425,11444,11444,11444
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,20894,20894,28342,28342,28342
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),26756,26756,26756,26756,26756
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22077,22077,23539,23539,25183
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),31428,31428,32088,32088,32346
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1351,1351,1351,1351,1351
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3381,3381,3792,3792,4344
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5841,5841,5841,5841,5841
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7583,7583,8708,8725,8980
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),10824,10824,11162,11162,13412
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4215,4215,4616,4616,4658
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4909,4909,5709,5709,5709
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Female-only (including Supernumerary),206,206,206,206,206
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1330,1330,1706,1706,1706
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1745,1745,1745,1745,1745
National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,72,72,72,72,72
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,32051,32051,35741,35741,36432
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),26753,26753,32457,32457,32974
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1221,1221,1308,1308,1308
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,23698,23698,28222,28222,28222
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),15887,15887,15887,15887,15887
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10035,10035,12005,12502,13070
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9351,9351,12378,12378,12378
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,662,662,779,779,779
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),541,541,1881,1881,1881
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13109,13109,13975,13975,13975
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11342,11342,12272,12272,12272
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13584,13584,15871,15871,15871
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4812,4812,4812,4812,4812
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,29936,29936,32811,32861,34315
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),38684,38684,42589,44821,45125
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,966,966,966,966,966
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),2018,2018,2018,2018,2018
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4454,4454,5255,5255,5409
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5933,5933,6590,7138,7138
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,188,188,237,237,237
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9887,9887,10928,10928,11334
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13390,13390,14695,14695,14764
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,540,540,540,540,540
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4664,4664,5240,5240,5292
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5291,5291,6902,7269,7269
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,158,158,158,158,158
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1163,1163,1368,1368,1368
National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1712,1712,1712,1712,1712
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8761,8761,8761,8761,8814
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),13120,13120,14263,14263,14263
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,216,216,216,216,216
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),555,555,555,555,555
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7613,7613,8624,8624,8624
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),3227,3227,3227,3227,3227
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3677,3677,4197,4321,4321
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3857,3857,5493,5493,5493
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,377,377,377,377,377
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2677,2677,2677,2677,2956
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4245,4245,4245,4245,4245
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2865,2865,2865,2865,2865
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1167,1167,1167,1167,1167
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,5100,5100,5403,5466,5769
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),7853,7853,7853,9581,9581
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,122,122,122,122,163
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),241,241,241,241,241
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,694,694,724,733,821
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1397,1397,1397,1397,1397
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,18,18,18,18,25
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1688,1688,1824,1824,1852
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3468,3468,3468,3468,3736
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,87,87,91,91,91
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,766,766,787,787,787
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1439,1439,1647,1647,1647
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,21,21,21,21,21
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,301,301,336,336,336
National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),445,445,445,445,445
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16598,16598,17121,17121,17257
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),18906,18906,19763,19763,19984
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,496,496,496,496,496
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),1166,1166,1166,1166,1166
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12200,12200,13467,13467,13467
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),12927,12927,13909,13909,13909
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,369,369,369,369,369
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5149,5149,6180,6253,6445
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5553,5553,6513,6513,6513
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,421,421,493,493,493
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6522,6522,6522,6522,6522
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),8711,8711,9176,9176,9176
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,10399,10399,10399,10399,10399
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),20967,20967,20967,20967,20967
National Institute of Technology Calicut,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,10458,10458,11079,11116,12016
