Institute_Type,College_Code,College_Name,CAP_Seats,Choice_Code,Course_Name,SI,MS_Seats,Minority_Seats,All_India,Institute_Seats,Orphan,Row_Type,OPEN_G,OPEN_L,SC_G,SC_L,ST_G,ST_L,VJ/DT_G,VJ/DT_L,NTB_G,NTB_L,NTC_G,NTC_L,NTD_G,NTD_L,OBC_G,OBC_L,SEBC_G,SEBC_L,Total_G+L
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",144,0510424510,Computer Engineering,180,117,0,27,36,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",144,0510424510,Computer Engineering,180,117,0,27,36,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",144,0510424510,Computer Engineering,180,117,0,27,36,1,EWS,,,,,,,,,,,,,,,,,,,18
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510429310,Electrical Engineering,60,51,0,9,0,1,HU,9,4,4,1,2,0,1,0,0,0,2,0,0,1,5,1,3,1,34
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510429310,Electrical Engineering,60,51,0,9,0,1,OHU,4,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,12
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510429310,Electrical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510429310,Electrical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510429310,Electrical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",57,0510437210,Electronics and Telecommunication Engg,60,48,0,9,3,0,HU,10,3,3,1,2,1,0,1,1,0,0,0,1,0,4,2,2,1,32
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",57,0510437210,Electronics and Telecommunication Engg,60,48,0,9,3,0,OHU,3,2,2,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,14
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",57,0510437210,Electronics and Telecommunication Engg,60,48,0,9,3,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",57,0510437210,Electronics and Telecommunication Engg,60,48,0,9,3,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",57,0510437210,Electronics and Telecommunication Engg,60,48,0,9,3,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",30,0510450710,Chemical Engineering,30,25,0,5,0,0,HU,4,3,1,1,0,1,1,0,1,0,0,1,0,0,2,1,2,1,19
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",30,0510450710,Chemical Engineering,30,25,0,5,0,0,OHU,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",30,0510450710,Chemical Engineering,30,25,0,5,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",30,0510450710,Chemical Engineering,30,25,0,5,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",30,0510450710,Chemical Engineering,30,25,0,5,0,0,EWS,,,,,,,,,,,,,,,,,,,3
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510461210,Mechanical Engineering,60,51,0,9,0,1,HU,10,3,3,2,2,0,0,0,0,0,2,0,0,0,4,2,2,1,31
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510461210,Mechanical Engineering,60,51,0,9,0,1,OHU,4,1,2,0,1,0,1,0,1,0,0,0,1,0,2,0,1,1,15
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510461210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510461210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon",60,0510461210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516919110,Civil Engineering,60,51,0,9,0,1,HU,9,4,3,1,2,0,0,0,1,0,1,0,1,0,4,1,2,2,31
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516919110,Civil Engineering,60,51,0,9,0,1,OHU,3,2,1,1,1,1,1,0,1,0,1,0,0,0,2,0,1,0,15
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516919110,Civil Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516919110,Civil Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516919110,Civil Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",120,0516924510,Computer Engineering,120,102,0,18,0,1,HU,19,7,6,2,3,2,2,0,2,0,2,1,0,1,9,4,5,1,66
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",120,0516924510,Computer Engineering,120,102,0,18,0,1,OHU,7,3,2,1,1,1,1,0,1,0,1,0,1,0,3,1,1,1,25
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",120,0516924510,Computer Engineering,120,102,0,18,0,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",120,0516924510,Computer Engineering,120,102,0,18,0,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",120,0516924510,Computer Engineering,120,102,0,18,0,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516929310,Electrical Engineering,60,51,0,9,0,1,HU,9,4,3,2,2,0,1,1,0,1,0,1,1,0,4,2,2,1,34
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516929310,Electrical Engineering,60,51,0,9,0,1,OHU,4,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,12
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516929310,Electrical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516929310,Electrical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516929310,Electrical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,HU,9,4,3,1,2,1,1,0,1,0,1,0,1,0,4,1,3,1,33
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,OHU,3,2,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,13
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516961210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,3,2,1,1,0,1,0,0,1,0,0,0,4,2,2,1,31
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516961210,Mechanical Engineering,60,51,0,9,0,1,OHU,4,1,1,1,1,0,0,1,0,1,1,0,0,0,2,0,2,0,15
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516961210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516961210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",60,0516961210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,48,0523919110,Civil Engineering,60,14,31,3,12,0,HU,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,48,0523919110,Civil Engineering,60,14,31,3,12,0,OHU,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,48,0523919110,Civil Engineering,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,48,0523919110,Civil Engineering,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,48,0523919110,Civil Engineering,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523929310,Electrical Engineering,30,8,15,1,6,0,HU,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523929310,Electrical Engineering,30,8,15,1,6,0,OHU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523929310,Electrical Engineering,30,8,15,1,6,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523929310,Electrical Engineering,30,8,15,1,6,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523929310,Electrical Engineering,30,8,15,1,6,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523961210,Mechanical Engineering,30,8,15,1,6,0,HU,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523961210,Mechanical Engineering,30,8,15,1,6,0,OHU,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523961210,Mechanical Engineering,30,8,15,1,6,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523961210,Mechanical Engineering,30,8,15,1,6,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Religious Minority - Muslim,05239,JAMIA INSTITUTE OF TECHNOLOGY,24,0523961210,Mechanical Engineering,30,8,15,1,6,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538119110,Civil Engineering,60,51,0,9,0,1,HU,9,4,3,1,1,1,0,1,1,0,1,0,1,0,4,1,3,1,32
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538119110,Civil Engineering,60,51,0,9,0,1,OHU,3,2,2,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,14
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538119110,Civil Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538119110,Civil Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538119110,Civil Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538124210,Computer Science and Engineering,60,51,0,9,0,1,HU,9,4,4,1,2,0,0,0,1,0,1,1,0,0,3,2,2,1,31
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538124210,Computer Science and Engineering,60,51,0,9,0,1,OHU,4,1,1,1,1,0,1,0,1,0,0,0,1,0,2,0,1,1,15
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538124210,Computer Science and Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538124210,Computer Science and Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538124210,Computer Science and Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538129310,Electrical Engineering,60,51,0,9,0,1,HU,9,4,3,2,2,1,2,0,0,1,1,0,0,1,4,2,3,1,36
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538129310,Electrical Engineering,60,51,0,9,0,1,OHU,3,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,10
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538129310,Electrical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538129310,Electrical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538129310,Electrical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538161210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,3,1,1,1,0,1,0,0,1,1,1,0,5,1,2,1,32
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538161210,Mechanical Engineering,60,51,0,9,0,1,OHU,4,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,14
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538161210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538161210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538161210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538199510,Artificial Intelligence and Data Science,60,51,0,9,0,1,HU,9,4,3,2,2,1,1,0,1,0,1,0,1,0,3,2,3,1,34
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538199510,Artificial Intelligence and Data Science,60,51,0,9,0,1,OHU,3,2,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,12
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538199510,Artificial Intelligence and Data Science,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538199510,Artificial Intelligence and Data Science,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",60,0538199510,Artificial Intelligence and Data Science,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524510,Computer Engineering,120,78,0,18,24,1,HU,14,5,4,2,3,0,1,0,1,0,1,0,0,1,6,3,4,2,47
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524510,Computer Engineering,120,78,0,18,24,1,OHU,6,2,1,1,1,1,0,1,1,0,1,0,1,0,2,2,2,0,22
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524510,Computer Engineering,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524510,Computer Engineering,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524510,Computer Engineering,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524610,Information Technology,120,78,0,18,24,1,HU,14,6,5,2,2,2,0,1,1,1,1,1,1,0,6,3,4,1,51
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524610,Information Technology,120,78,0,18,24,1,OHU,5,2,2,0,1,0,1,0,0,0,1,0,1,0,2,1,1,1,18
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524610,Information Technology,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524610,Information Technology,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",96,0313524610,Information Technology,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",120,0313537210,Electronics and Telecommunication Engg,120,102,0,18,0,1,HU,19,8,6,2,4,1,2,0,1,1,2,1,1,0,9,3,4,2,66
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",120,0313537210,Electronics and Telecommunication Engg,120,102,0,18,0,1,OHU,7,3,2,1,1,1,1,0,1,0,0,1,0,0,4,1,1,1,25
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",120,0313537210,Electronics and Telecommunication Engg,120,102,0,18,0,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",120,0313537210,Electronics and Telecommunication Engg,120,102,0,18,0,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",120,0313537210,Electronics and Telecommunication Engg,120,102,0,18,0,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",60,0313561210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,2,2,2,1,1,1,0,0,1,0,1,0,4,2,2,1,33
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",60,0313561210,Mechanical Engineering,60,51,0,9,0,1,OHU,3,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,2,0,13
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",60,0313561210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",60,0313561210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",60,0313561210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",48,0313599510,Artificial Intelligence and Data Science,60,39,0,9,12,0,HU,6,3,2,1,1,1,1,0,1,0,0,1,0,0,3,2,2,1,25
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",48,0313599510,Artificial Intelligence and Data Science,60,39,0,9,12,0,OHU,3,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,1,12
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",48,0313599510,Artificial Intelligence and Data Science,60,39,0,9,12,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",48,0313599510,Artificial Intelligence and Data Science,60,39,0,9,12,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,03135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",48,0313599510,Artificial Intelligence and Data Science,60,39,0,9,12,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",96,0314324510,Computer Engineering,120,30,61,5,24,0,HU,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",96,0314324510,Computer Engineering,120,30,61,5,24,0,OHU,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",96,0314324510,Computer Engineering,120,30,61,5,24,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",96,0314324510,Computer Engineering,120,30,61,5,24,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",96,0314324510,Computer Engineering,120,30,61,5,24,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",48,0314324610,Information Technology,60,14,31,3,12,0,HU,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",48,0314324610,Information Technology,60,14,31,3,12,0,OHU,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",48,0314324610,Information Technology,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",48,0314324610,Information Technology,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",48,0314324610,Information Technology,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided  Linguistic Minority - Hindi,03143,"Thakur Shyamnarayan Engineering College, Mumbai",48,0314361210,Mechanical Engineering,60,14,31,3,12,0,HU,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
